accession,full_id,description,length,gc_content,n_fraction,label,species,genus
OZ308606,OZ308606.1,"OZ308606.1 Usutu virus isolate USUV/NL/2019/AS20190450 genome assembly, complete genome: monopartite",10728,0.5101603281133482,0.0,ARB,Usutu virus,Flavivirus
OZ308605,OZ308605.1,"OZ308605.1 Usutu virus isolate USUV/NL/2018/N000318119401 genome assembly, complete genome: monopartite",10912,0.5099890029325513,0.0,ARB,Usutu virus,Flavivirus
OZ308604,OZ308604.1,"OZ308604.1 Usutu virus isolate USUV/NL/2018/18TV0475_S genome assembly, complete genome: monopartite",10728,0.5106263982102909,0.0,ARB,Usutu virus,Flavivirus
OZ308601,OZ308601.1,"OZ308601.1 Usutu virus isolate USUV/NL/2022/AS20221846 genome assembly, complete genome: monopartite",10932,0.5098792535675082,0.0,ARB,Usutu virus,Flavivirus
OZ308600,OZ308600.1,"OZ308600.1 Usutu virus isolate USUV/NL/2022/AS20221755 genome assembly, complete genome: monopartite",10932,0.5095133552872302,0.0,ARB,Usutu virus,Flavivirus
OZ308599,OZ308599.1,"OZ308599.1 Usutu virus isolate USUV/NL/2017/16TV1045 genome assembly, complete genome: monopartite",10728,0.5109992542878449,0.0,ARB,Usutu virus,Flavivirus
OZ308598,OZ308598.1,"OZ308598.1 Usutu virus isolate USUV/NL/2022/AS20221828 genome assembly, complete genome: monopartite",10932,0.5103366264178558,0.0,ARB,Usutu virus,Flavivirus
OZ308595,OZ308595.1,"OZ308595.1 Usutu virus isolate USUV/NL/2018/AS201800080 genome assembly, complete genome: monopartite",10728,0.511372110365399,0.0,ARB,Usutu virus,Flavivirus
OZ308594,OZ308594.1,"OZ308594.1 Usutu virus isolate USUV/NL/2022/AS20221958 genome assembly, complete genome: monopartite",10932,0.5097877789974388,9.147457006952068e-05,ARB,Usutu virus,Flavivirus
OZ308593,OZ308593.1,"OZ308593.1 Usutu virus isolate USUV/NL/2020/AS20200689 genome assembly, complete genome: monopartite",10728,0.5101603281133482,0.0,ARB,Usutu virus,Flavivirus
OZ308587,OZ308587.1,"OZ308587.1 Usutu virus isolate USUV/NL/2022/AS20221798 genome assembly, complete genome: monopartite",10932,0.5101536772777168,0.0,ARB,Usutu virus,Flavivirus
OZ308585,OZ308585.1,"OZ308585.1 Usutu virus isolate USUV/NL/2022/AS20221842 genome assembly, complete genome: monopartite",10932,0.5104281009879253,0.0,ARB,Usutu virus,Flavivirus
OZ308582,OZ308582.1,"OZ308582.1 Usutu virus isolate USUV/NL/2016/16TV1022 genome assembly, complete genome: monopartite",10728,0.5106263982102909,0.0,ARB,Usutu virus,Flavivirus
OZ308581,OZ308581.1,"OZ308581.1 Usutu virus isolate USUV/NL/2017/AS201700142 genome assembly, complete genome: monopartite",10728,0.5104399701715138,0.0,ARB,Usutu virus,Flavivirus
OZ308580,OZ308580.1,"OZ308580.1 Usutu virus isolate USUV/NL/2019/AS20190438 genome assembly, complete genome: monopartite",10728,0.5107196122296793,0.0,ARB,Usutu virus,Flavivirus
OZ308578,OZ308578.1,"OZ308578.1 Usutu virus isolate USUV/NL/2018/AS201800117 genome assembly, complete genome: monopartite",10728,0.5109060402684564,0.0,ARB,Usutu virus,Flavivirus
OZ308577,OZ308577.1,"OZ308577.1 Usutu virus isolate USUV/NL/2019/AS20190490 genome assembly, complete genome: monopartite",10728,0.5104399701715138,0.0,ARB,Usutu virus,Flavivirus
OZ308576,OZ308576.1,"OZ308576.1 Usutu virus isolate USUV/NL/2022/21TV8135 genome assembly, complete genome: monopartite",10932,0.5097877789974388,0.0,ARB,Usutu virus,Flavivirus
PP151210,PP151210.1,"PP151210.1 Powassan virus strain POWV-NY21-027, complete genome",10248,0.5274199843871975,0.0,ARB,Powassan virus,Flavivirus
PQ788270,PQ788270.1,"PQ788270.1 Powassan virus isolate 5, complete genome",10816,0.5273668639053254,0.0,ARB,Powassan virus,Flavivirus
PQ788269,PQ788269.1,"PQ788269.1 Powassan virus isolate 4, complete genome",10937,0.5293041967632806,0.0,ARB,Powassan virus,Flavivirus
PQ788268,PQ788268.1,"PQ788268.1 Powassan virus isolate 25, complete genome",10825,0.5270207852193995,0.0,ARB,Powassan virus,Flavivirus
PQ788267,PQ788267.1,"PQ788267.1 Powassan virus isolate 18, complete genome",10835,0.5269958467928011,0.0,ARB,Powassan virus,Flavivirus
OR130294,OR130294.1,"OR130294.1 Powassan virus isolate 6734_CSF_ME_2022, complete genome",10662,0.5326392796848621,0.0,ARB,Powassan virus,Flavivirus
OR130293,OR130293.1,"OR130293.1 Powassan virus isolate 6216_CSF_MA_2022, complete genome",10662,0.5268242356030763,0.0,ARB,Powassan virus,Flavivirus
OR130291,OR130291.1,"OR130291.1 Powassan virus isolate 5165_CSF_MA_2021, complete genome",10751,0.5270207422565343,0.0,ARB,Powassan virus,Flavivirus
OR130289,OR130289.1,"OR130289.1 Powassan virus isolate 3049_CSF_MA, complete genome",10602,0.5264101112997548,0.0,ARB,Powassan virus,Flavivirus
OR130288,OR130288.1,"OR130288.1 Powassan virus isolate 470_CSF_MA_2022, complete genome",10590,0.5259678942398489,0.0,ARB,Powassan virus,Flavivirus
PQ130389,PQ130389.1,"PQ130389.1 Powassan virus isolate POWV_cerebrospinal fluid/ME/USA/2023, complete genome",10636,0.5268898081985709,0.0,ARB,Powassan virus,Flavivirus
PP586220,PP586220.1,"PP586220.1 Powassan virus isolate PV558 polyprotein gene, complete cds",10552,0.5275777103866566,0.0,ARB,Powassan virus,Flavivirus
PP586219,PP586219.1,"PP586219.1 Powassan virus isolate PV502 polyprotein gene, complete cds",10552,0.5267247915087188,0.0,ARB,Powassan virus,Flavivirus
PP586218,PP586218.1,"PP586218.1 Powassan virus isolate PV501 polyprotein gene, complete cds",10552,0.5265352539802881,0.0,ARB,Powassan virus,Flavivirus
PP586217,PP586217.1,"PP586217.1 Powassan virus isolate PV500 polyprotein gene, complete cds",10552,0.5262509476876421,0.0,ARB,Powassan virus,Flavivirus
PP586216,PP586216.1,"PP586216.1 Powassan virus isolate PV499 polyprotein gene, complete cds",10552,0.525303260045489,0.00303260045489,ARB,Powassan virus,Flavivirus
OP823483,OP823483.1,"OP823483.1 Powassan virus isolate WV_B_A77115_1977 polyprotein gene, complete cds",10823,0.5261018201977271,0.0,ARB,Powassan virus,Flavivirus
OP823482,OP823482.1,"OP823482.1 Powassan virus isolate WI_S_SPO_1997 polyprotein gene, complete cds",10813,0.5274206973087949,0.0,ARB,Powassan virus,Flavivirus
OP823481,OP823481.1,"OP823481.1 Powassan virus isolate WI_S_MB513100_2008 polyprotein gene, complete cds",10819,0.5277752102782143,0.0,ARB,Powassan virus,Flavivirus
OP823480,OP823480.1,"OP823480.1 Powassan virus isolate WI_S_MB51273_2008 polyprotein gene, complete cds",10814,0.527002034399852,0.0,ARB,Powassan virus,Flavivirus
OP823479,OP823479.1,"OP823479.1 Powassan virus isolate WI_S_MB51227_2008 polyprotein gene, complete cds",10830,0.5269621421975993,0.0,ARB,Powassan virus,Flavivirus
OP823478,OP823478.1,"OP823478.1 Powassan virus isolate WI_S_MA51347_2008 polyprotein gene, complete cds",10822,0.5267972648309001,0.0,ARB,Powassan virus,Flavivirus
OP823477,OP823477.1,"OP823477.1 Powassan virus isolate WI_S_FBDV1_2008 polyprotein gene, complete cds",10817,0.5268558750115558,0.0,ARB,Powassan virus,Flavivirus
OP823476,OP823476.1,"OP823476.1 Powassan virus isolate WI_S_FB5131_2008 polyprotein gene, complete cds",10816,0.5272744082840237,0.0,ARB,Powassan virus,Flavivirus
OP823475,OP823475.1,"OP823475.1 Powassan virus isolate WI_S_FA51240_2008 polyprotein gene, complete cds",10817,0.5281501340482574,0.0,ARB,Powassan virus,Flavivirus
OP823474,OP823474.1,"OP823474.1 Powassan virus isolate UNK_2228791_1991 polyprotein gene, complete cds",10819,0.5335058693040022,0.0,ARB,Powassan virus,Flavivirus
OP823470,OP823470.1,"OP823470.1 Powassan virus isolate NY_SS_802_2019 polyprotein gene, complete cds",10812,0.5281169071402145,0.0,ARB,Powassan virus,Flavivirus
OP823469,OP823469.1,"OP823469.1 Powassan virus isolate NY_C_435_2019 polyprotein gene, complete cds",10771,0.5289202488162659,0.0,ARB,Powassan virus,Flavivirus
OP823468,OP823468.1,"OP823468.1 Powassan virus isolate NY_SS_339_2019 polyprotein gene, complete cds",10694,0.527772582756686,0.0001870207593042,ARB,Powassan virus,Flavivirus
OP823467,OP823467.1,"OP823467.1 Powassan virus isolate NY_CP_250_2019 polyprotein gene, complete cds",10796,0.5276954427565765,0.0,ARB,Powassan virus,Flavivirus
OP823466,OP823466.1,"OP823466.1 Powassan virus isolate NY_C_112_2019 polyprotein gene, complete cds",10802,0.5276800592482873,0.0,ARB,Powassan virus,Flavivirus
OP823465,OP823465.1,"OP823465.1 Powassan virus isolate NY_C_71_2019 polyprotein gene, complete cds",10761,0.5282966267075551,0.0,ARB,Powassan virus,Flavivirus
OP823464,OP823464.1,"OP823464.1 Powassan virus isolate NJ_H_39_2019 polyprotein gene, complete cds",10726,0.5277829573000187,0.0,ARB,Powassan virus,Flavivirus
OP823463,OP823463.1,"OP823463.1 Powassan virus isolate NY_SS_38_2019 polyprotein gene, complete cds",10750,0.5277209302325582,0.0,ARB,Powassan virus,Flavivirus
OP823462,OP823462.1,"OP823462.1 Powassan virus isolate NY_SS_32_2019 polyprotein gene, complete cds",10755,0.5278475127847513,0.0,ARB,Powassan virus,Flavivirus
OP823461,OP823461.1,"OP823461.1 Powassan virus isolate NY_SS_12_2019 polyprotein gene, complete cds",10744,0.5275502606105733,0.0,ARB,Powassan virus,Flavivirus
OP823460,OP823460.1,"OP823460.1 Powassan virus isolate NJ_H_56_2019 polyprotein gene, complete cds",10645,0.5262564584311884,0.0018788163457022,ARB,Powassan virus,Flavivirus
OP823459,OP823459.1,"OP823459.1 Powassan virus isolate NJ_H_48_2019 polyprotein gene, complete cds",10811,0.5281657570992507,0.0,ARB,Powassan virus,Flavivirus
OP823458,OP823458.1,"OP823458.1 Powassan virus isolate NJ_H_10_2019 polyprotein gene, complete cds",10688,0.5274139221556886,0.0,ARB,Powassan virus,Flavivirus
OP823457,OP823457.1,"OP823457.1 Powassan virus isolate ME_W_002.8_2018 polyprotein gene, complete cds",10248,0.5262490241998439,0.0,ARB,Powassan virus,Flavivirus
OP823456,OP823456.1,"OP823456.1 Powassan virus isolate ME_W_231.2_2020 polyprotein gene, complete cds",10748,0.5276330480089318,0.0,ARB,Powassan virus,Flavivirus
OP823455,OP823455.1,"OP823455.1 Powassan virus isolate ME_W_189.4_2020 polyprotein gene, complete cds",10740,0.5269087523277467,0.0,ARB,Powassan virus,Flavivirus
OP823453,OP823453.1,"OP823453.1 Powassan virus isolate ME_W_532.7_2019 polyprotein gene, complete cds",10248,0.5265417642466823,0.0,ARB,Powassan virus,Flavivirus
OP823452,OP823452.1,"OP823452.1 Powassan virus isolate ME_W_450.3D_2019 polyprotein gene, complete cds",10248,0.5265417642466823,0.0,ARB,Powassan virus,Flavivirus
OP823451,OP823451.1,"OP823451.1 Powassan virus isolate ME_W_276.10_2019 polyprotein gene, complete cds",10248,0.5261514441842311,0.0,ARB,Powassan virus,Flavivirus
OP823450,OP823450.1,"OP823450.1 Powassan virus isolate ME_W_131.1A_2019 polyprotein gene, complete cds",10248,0.5264441842310694,0.0,ARB,Powassan virus,Flavivirus
OP823449,OP823449.1,"OP823449.1 Powassan virus isolate ME_W_087.4F_2019 polyprotein gene, complete cds",10248,0.5260538641686182,0.0,ARB,Powassan virus,Flavivirus
OP823448,OP823448.1,"OP823448.1 Powassan virus isolate ME_W_003.4_2019 polyprotein gene, complete cds",10248,0.5265417642466823,0.0,ARB,Powassan virus,Flavivirus
OP823447,OP823447.1,"OP823447.1 Powassan virus isolate ME_W_106.3_2018 polyprotein gene, complete cds",10248,0.5263466042154566,0.0,ARB,Powassan virus,Flavivirus
OP823446,OP823446.1,"OP823446.1 Powassan virus isolate ME_W_076.1_2018 polyprotein gene, complete cds",10248,0.5259562841530054,0.0,ARB,Powassan virus,Flavivirus
OP823445,OP823445.1,"OP823445.1 Powassan virus isolate ME_CE_990_2019 polyprotein gene, complete cds",10815,0.5280628756356912,0.0,ARB,Powassan virus,Flavivirus
OP823444,OP823444.1,"OP823444.1 Powassan virus isolate ME_CE_946_2019 polyprotein gene, complete cds",10806,0.528317601332593,0.0,ARB,Powassan virus,Flavivirus
OP823442,OP823442.1,"OP823442.1 Powassan virus isolate ME_CE_1051_2019 polyprotein gene, complete cds",10818,0.5282861896838602,0.0,ARB,Powassan virus,Flavivirus
OP823441,OP823441.1,"OP823441.1 Powassan virus isolate ME_W_344.9_2019 polyprotein gene, complete cds",10248,0.5260538641686182,0.0,ARB,Powassan virus,Flavivirus
OP823440,OP823440.1,"OP823440.1 Powassan virus isolate ME_W_522.7_2021 polyprotein gene, complete cds",10748,0.5271678451804988,0.0,ARB,Powassan virus,Flavivirus
OP823439,OP823439.1,"OP823439.1 Powassan virus isolate ME_W_521.7_2021 polyprotein gene, complete cds",10376,0.525828835774865,0.0,ARB,Powassan virus,Flavivirus
OP823438,OP823438.1,"OP823438.1 Powassan virus isolate ME_W_468.4_2021 polyprotein gene, complete cds",10385,0.5269138180067405,0.0,ARB,Powassan virus,Flavivirus
OP823437,OP823437.1,"OP823437.1 Powassan virus isolate ME_W_117.3_2021 polyprotein gene, complete cds",10755,0.5275685727568573,0.0,ARB,Powassan virus,Flavivirus
OP823436,OP823436.1,"OP823436.1 Powassan virus isolate ME_W_326.4_2021 polyprotein gene, complete cds",10618,0.5264644942550386,0.0,ARB,Powassan virus,Flavivirus
OP823435,OP823435.1,"OP823435.1 Powassan virus isolate ME_W_107.8_2021 polyprotein gene, complete cds",10738,0.5269137642018998,0.0,ARB,Powassan virus,Flavivirus
OP823434,OP823434.1,"OP823434.1 Powassan virus isolate ME_W_011.3_2021 polyprotein gene, complete cds",10765,0.5271713887598699,0.0,ARB,Powassan virus,Flavivirus
OP823433,OP823433.1,"OP823433.1 Powassan virus isolate ME_W_080.4_2021 polyprotein gene, complete cds",10732,0.527115169586284,0.0,ARB,Powassan virus,Flavivirus
OP823432,OP823432.1,"OP823432.1 Powassan virus isolate ME_R_472_2019 polyprotein gene, complete cds",10779,0.5287132387048892,0.0001855459690138,ARB,Powassan virus,Flavivirus
OP823431,OP823431.1,"OP823431.1 Powassan virus isolate ME_W_422.3D_2020 polyprotein gene, complete cds",10738,0.5271931458372137,0.0,ARB,Powassan virus,Flavivirus
OP823430,OP823430.1,"OP823430.1 Powassan virus isolate ME_W_422.3A_2020 polyprotein gene, complete cds",10720,0.5269589552238806,0.0,ARB,Powassan virus,Flavivirus
OP823429,OP823429.1,"OP823429.1 Powassan virus isolate ME_W_338.3C_2020 polyprotein gene, complete cds",10783,0.5274042474265047,0.0,ARB,Powassan virus,Flavivirus
OP823428,OP823428.1,"OP823428.1 Powassan virus isolate ME_W_338.3B_2020 polyprotein gene, complete cds",10743,0.5274131992925626,0.0,ARB,Powassan virus,Flavivirus
OP823427,OP823427.1,"OP823427.1 Powassan virus isolate ME_W_338.3A_2020 polyprotein gene, complete cds",10711,0.5272150126038652,0.0,ARB,Powassan virus,Flavivirus
OP823426,OP823426.1,"OP823426.1 Powassan virus isolate ME_W_299.3_2020 polyprotein gene, complete cds",10763,0.5274551704914987,0.0,ARB,Powassan virus,Flavivirus
OP823425,OP823425.1,"OP823425.1 Powassan virus isolate MA_NG_Tufts20.F51_2020 polyprotein gene, complete cds",10778,0.5278344776396363,0.0,ARB,Powassan virus,Flavivirus
OP823424,OP823424.1,"OP823424.1 Powassan virus isolate MA_NG_Tufts20.F30_2020 polyprotein gene, complete cds",10593,0.5228924761635042,0.0078353629755498,ARB,Powassan virus,Flavivirus
OP823422,OP823422.1,"OP823422.1 Powassan virus isolate MA_Me_MSH20.F85_2020 polyprotein gene, complete cds",10741,0.5263010892840517,0.0024206312261428,ARB,Powassan virus,Flavivirus
OP823421,OP823421.1,"OP823421.1 Powassan virus isolate MA_I_IPS001_1995 polyprotein gene, complete cds",10823,0.5287812990852814,0.0,ARB,Powassan virus,Flavivirus
OP823416,OP823416.1,"OP823416.1 Powassan virus isolate MA_A_Deer20.M211_2020 polyprotein gene, complete cds",10769,0.526975578048101,0.0011143095923484,ARB,Powassan virus,Flavivirus
OP823415,OP823415.1,"OP823415.1 Powassan virus isolate MA_WG_Deer20.M105_2020 polyprotein gene, complete cds",10791,0.5278472801408581,0.0,ARB,Powassan virus,Flavivirus
OP823414,OP823414.1,"OP823414.1 Powassan virus isolate MA_B_Deer20.M90_2020 polyprotein gene, complete cds",10772,0.5220943186037876,0.0092833271444485,ARB,Powassan virus,Flavivirus
OP823413,OP823413.1,"OP823413.1 Powassan virus isolate MA_G_Deer20.M52_2020 polyprotein gene, complete cds",10779,0.5271360979682717,0.0015771407366174,ARB,Powassan virus,Flavivirus
OP823412,OP823412.1,"OP823412.1 Powassan virus isolate MA_H_Deer20.M29_2020 polyprotein gene, complete cds",10768,0.5288818722139673,0.0,ARB,Powassan virus,Flavivirus
OP823411,OP823411.1,"OP823411.1 Powassan virus isolate MA_SG_Deer20.M9_2020 polyprotein gene, complete cds",10759,0.5271865415001394,0.0061343991077237,ARB,Powassan virus,Flavivirus
OP823409,OP823409.1,"OP823409.1 Powassan virus isolate ONT_T182381_1981 polyprotein gene, complete cds",10826,0.5335303898023277,0.0,ARB,Powassan virus,Flavivirus
OP823408,OP823408.1,"OP823408.1 Powassan virus isolate ONT_EFT_M8998_1964 polyprotein gene, complete cds",10827,0.532926941904498,0.0,ARB,Powassan virus,Flavivirus
OP823407,OP823407.1,"OP823407.1 Powassan virus isolate ONT_M1409_1960s polyprotein gene, complete cds",10822,0.533450378857882,0.0,ARB,Powassan virus,Flavivirus
OP823406,OP823406.1,"OP823406.1 Powassan virus isolate ONT_NB_198264_1964 polyprotein gene, complete cds",10821,0.533592089455688,0.0,ARB,Powassan virus,Flavivirus
OP823405,OP823405.1,"OP823405.1 Powassan virus isolate ONT_NB_142762_1962 polyprotein gene, complete cds",10818,0.5341098169717138,0.0,ARB,Powassan virus,Flavivirus
OP823404,OP823404.1,"OP823404.1 Powassan virus isolate ONT_LT_M11665_1965 polyprotein gene, complete cds",10818,0.5336476243298207,0.0,ARB,Powassan virus,Flavivirus
OP823403,OP823403.1,"OP823403.1 Powassan virus isolate CT_390_1995 polyprotein gene, complete cds",10820,0.5286506469500925,0.0,ARB,Powassan virus,Flavivirus
OQ507917,OQ507917.1,"OQ507917.1 Powassan virus isolate PV374 polyprotein gene, complete cds",10551,0.5270590465358734,0.0,ARB,Powassan virus,Flavivirus
OP265695,OP265695.1,"OP265695.1 Powassan virus isolate 18071-054, complete genome",10248,0.5271272443403591,0.0,ARB,Powassan virus,Flavivirus
OP265694,OP265694.1,"OP265694.1 Powassan virus isolate 11087-123, complete genome",10248,0.5267369242779079,0.0,ARB,Powassan virus,Flavivirus
OP265693,OP265693.1,"OP265693.1 Powassan virus isolate 11T-1190, complete genome",10248,0.525175644028103,0.0,ARB,Powassan virus,Flavivirus
OP265692,OP265692.1,"OP265692.1 Powassan virus isolate IPS-001, complete genome",10699,0.5291148705486494,0.0001869333582577,ARB,Powassan virus,Flavivirus
OP265691,OP265691.1,"OP265691.1 Powassan virus isolate 63-002, complete genome",10248,0.531615925058548,0.0,ARB,Powassan virus,Flavivirus
OP265690,OP265690.1,"OP265690.1 Powassan virus isolate 46-001, complete genome",10245,0.5333333333333333,0.0,ARB,Powassan virus,Flavivirus
OP265689,OP265689.1,"OP265689.1 Powassan virus isolate 75-1702, complete genome",10248,0.5314207650273224,0.0,ARB,Powassan virus,Flavivirus
OP244702,OP244702.1,"OP244702.1 Powassan virus isolate 19065-059, complete genome",10248,0.5293715846994536,0.0,ARB,Powassan virus,Flavivirus
OP037825,OP037825.1,"OP037825.1 Deer tick virus isolate DTV IPS001 2, complete genome",10843,0.5287282117495158,0.0,ARB,Unknown flavivirus,Flavivirus
OP037824,OP037824.1,"OP037824.1 Deer tick virus isolate DTVNPS001, complete genome",10832,0.5290805022156573,0.0,ARB,Unknown flavivirus,Flavivirus
PV640916,PV640916.1,"PV640916.1 Kyasanur Forest disease virus isolate MCl-24-T-431 polyprotein (POLY) gene, complete cds",10288,0.5499611197511665,9.720062208398134e-05,ARB,Kyasanur Forest disease virus,Flavivirus
PV640912,PV640912.1,"PV640912.1 Kyasanur Forest disease virus isolate MCL-24-H-1376 polyprotein (POLY) gene, complete cds",10356,0.5502124372344535,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640911,PV640911.1,"PV640911.1 Kyasanur Forest disease virus isolate MCL-24-H-1874 polyprotein (POLY) gene, complete cds",10375,0.5504578313253012,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640910,PV640910.1,"PV640910.1 Kyasanur Forest disease virus isolate MCL-24-H-1877 polyprotein (POLY) gene, complete cds",10375,0.5502650602409639,9.63855421686747e-05,ARB,Kyasanur Forest disease virus,Flavivirus
PV640908,PV640908.1,"PV640908.1 Kyasanur Forest disease virus isolate MCL-24-H-1889 polyprotein (POLY) gene, complete cds",10375,0.5518072289156627,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640907,PV640907.1,"PV640907.1 Kyasanur Forest disease virus isolate MCL-24-H-1890 polyprotein (POLY) gene, complete cds",10375,0.5505542168674699,0.0025060240963855,ARB,Kyasanur Forest disease virus,Flavivirus
PV640906,PV640906.1,"PV640906.1 Kyasanur Forest disease virus isolate MCL-24-H-1896 polyprotein (POLY) gene, complete cds",10375,0.5516144578313253,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640905,PV640905.1,"PV640905.1 Kyasanur Forest disease virus isolate MCL-24-H-1899 polyprotein (POLY) gene, complete cds",10375,0.551710843373494,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640904,PV640904.1,"PV640904.1 Kyasanur Forest disease virus isolate MCL-24-H-1902 polyprotein (POLY) gene, complete cds",10375,0.551710843373494,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640903,PV640903.1,"PV640903.1 Kyasanur Forest disease virus isolate MCL-24-H-1903 polyprotein (POLY) gene, complete cds",10375,0.552289156626506,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640902,PV640902.1,"PV640902.1 Kyasanur Forest disease virus isolate MCL-24-H-1904 polyprotein (POLY) gene, complete cds",10342,0.5525043511893251,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640901,PV640901.1,"PV640901.1 Kyasanur Forest disease virus isolate MCL-24-H-1907 polyprotein (POLY) gene, complete cds",10325,0.5520581113801453,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640900,PV640900.1,"PV640900.1 Kyasanur Forest disease virus isolate MCL-24-H-1910 polyprotein (POLY) gene, complete cds",10375,0.551421686746988,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640899,PV640899.1,"PV640899.1 Kyasanur Forest disease virus isolate MCL-24-H-1917 polyprotein (POLY) gene, complete cds",10375,0.551421686746988,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640898,PV640898.1,"PV640898.1 Kyasanur Forest disease virus isolate MCL-24-H-1921 polyprotein (POLY) gene, complete cds",10375,0.5502650602409639,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640897,PV640897.1,"PV640897.1 Kyasanur Forest disease virus isolate MCL-24-H-3309 polyprotein (POLY) gene, complete cds",10326,0.5514235909355026,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640896,PV640896.1,"PV640896.1 Kyasanur Forest disease virus isolate MCL-24-H-3311 polyprotein (POLY) gene, complete cds",10375,0.551710843373494,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640895,PV640895.1,"PV640895.1 Kyasanur Forest disease virus isolate MCL-24-H-3318 polyprotein (POLY) gene, complete cds",10375,0.5518072289156627,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640894,PV640894.1,"PV640894.1 Kyasanur Forest disease virus isolate MCL-24-H-3351 polyprotein (POLY) gene, complete cds",10375,0.551710843373494,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640893,PV640893.1,"PV640893.1 Kyasanur Forest disease virus isolate MCL-24-H-3352 polyprotein (POLY) gene, complete cds",10375,0.5502650602409639,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640892,PV640892.1,"PV640892.1 Kyasanur Forest disease virus isolate MCL-24-H-1367 polyprotein (POLY) gene, complete cds",10311,0.5523227620987295,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640891,PV640891.1,"PV640891.1 Kyasanur Forest disease virus isolate MCL-24-H-1368 polyprotein (POLY) gene, complete cds",10373,0.5523956425335005,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640890,PV640890.1,"PV640890.1 Kyasanur Forest disease virus isolate MCL-24-H-1371 polyprotein (POLY) gene, complete cds",10375,0.5502650602409639,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640889,PV640889.1,"PV640889.1 Kyasanur Forest disease virus isolate MCL-24-H-1374 polyprotein (POLY) gene, complete cds",10375,0.5503614457831325,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640888,PV640888.1,"PV640888.1 Kyasanur Forest disease virus isolate MCL-24-H-1875 polyprotein (POLY) gene, complete cds",10375,0.5504578313253012,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640886,PV640886.1,"PV640886.1 Kyasanur Forest disease virus isolate MCL-24-H-1893 polyprotein (POLY) gene, complete cds",10375,0.551710843373494,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640885,PV640885.1,"PV640885.1 Kyasanur Forest disease virus isolate MCL-24-H-1894 polyprotein (POLY) gene, complete cds",10375,0.5516144578313253,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640884,PV640884.1,"PV640884.1 Kyasanur Forest disease virus isolate MCL-24-H-1898 polyprotein (POLY) gene, complete cds",10375,0.5523855421686747,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640883,PV640883.1,"PV640883.1 Kyasanur Forest disease virus isolate MCL-24-H-1908 polyprotein (POLY) gene, complete cds",10342,0.5524076580932121,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640882,PV640882.1,"PV640882.1 Kyasanur Forest disease virus isolate MCL-24-H-1909 polyprotein (POLY) gene, complete cds",10375,0.5505542168674699,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640881,PV640881.1,"PV640881.1 Kyasanur Forest disease virus isolate MCL-24-H-1920 polyprotein (POLY) gene, complete cds",10326,0.5497772612822003,0.0050358318806895,ARB,Kyasanur Forest disease virus,Flavivirus
PV640880,PV640880.1,"PV640880.1 Kyasanur Forest disease virus isolate MCL-24-H-1922 polyprotein (POLY) gene, complete cds",10375,0.552,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640879,PV640879.1,"PV640879.1 Kyasanur Forest disease virus isolate MCL-24-H-3308 polyprotein (POLY) gene, complete cds",10375,0.5493975903614458,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640876,PV640876.1,"PV640876.1 Kyasanur Forest disease virus isolate MCL-24-H-3333 polyprotein (POLY) gene, complete cds",10304,0.546389751552795,0.0092197204968944,ARB,Kyasanur Forest disease virus,Flavivirus
PV640874,PV640874.1,"PV640874.1 Kyasanur Forest disease virus isolate MCL-24-H-3339 polyprotein (POLY) gene, complete cds",10375,0.5518072289156627,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
PV640873,PV640873.1,"PV640873.1 Kyasanur Forest disease virus isolate MCL-24-H-3343 polyprotein (POLY) gene, complete cds",10375,0.5502650602409639,0.0,ARB,Kyasanur Forest disease virus,Flavivirus
